,neg-neg
111,0.1322366620282938
112,0.1059515078418699
113,0.06556425292950917
114,0.17251565370813202
115,0.13912531754247842
116,0.08909394491025932
117,0.06143105962099839
118,0.11697335666456526
119,0.07807209608756396
120,0.07955809042292342
121,0.11146243225321754
122,0.10308778240367353
123,0.11835108776740218
124,0.06153932285352091
125,0.09619912688948896
126,0.0614310596209984
127,0.09895458909516279
128,0.15174142393305565
129,0.16149380488543663
130,0.1531191550358926
131,0.1531191550358926
132,0.12259254430843544
133,0.2072837209766225
134,0.10584324460934738
135,0.16011607378259973
136,0.1989090711270785
137,0.15438862290620706
138,0.06694198403234611
139,0.1419890429806748
140,0.03365991109921499
141,0.1267257376169462
142,0.17113792260529506
143,0.07669436498472705
144,0.09195767034845567
145,0.16424926709111048
146,0.10319604563619605
147,0.08506901483427105
148,0.14198904298067475
149,0.05030094756578051
150,0.06005332851816147
151,0.06280879072383531
152,0.16414100385858793
153,0.05443414087429127
154,0.0933354014512926
155,0.12407853864379488
156,0.25445136817064534
157,0.09195767034845567
158,0.15449688613872956
159,0.1364781185693271
160,0.15174142393305567
161,0.1003323201979997
162,0.054542404106813804
163,0.17951257245483918
164,0.19753134002424155
165,0.10722097571218431
166,0.16562699819394744
167,0.08644674593710801
168,0.04203456094875902
169,0.12948119982261994
170,0.10732923894470682
171,0.2059059898737856
172,0.1711379226052951
173,0.08655500916963052
174,0.13499212423396767
175,0.12397027541127237
176,0.06980570947054245
177,0.15184968716557823
178,0.10732923894470683
179,0.11845935099992469
180,0.14198904298067483
181,0.09619912688948894
182,0.12672573761694622
183,0.06005332851816147
184,0.03228217999637807
185,0.11421789445889143
186,0.09895458909516279
187,0.06969744623801993
188,0.04616775425726976
189,0.22657195641633934
190,0.11146243225321759
191,0.08782447703994492
192,0.18788722230438315
193,0.12397027541127235
194,0.06143105962099839
195,0.10319604563619607
196,0.1128401633560545
197,0.07531663388189011
198,0.15025542959769628
199,0.2170361019290035
200,0.0892022081427818
201,0.1975313400242416
202,0.18502349686618683
203,0.14623049952170802
204,0.08231355262859726
205,0.06831971513518302
206,0.1989090711270785
207,0.08231355262859726
208,0.06567251616203167
209,0.13934184400752342
210,0.11835108776740215
211,0.06980570947054246
212,0.09619912688948894
213,0.11008470115038066
214,0.14336677408351167
215,0.07944982719040088
216,0.10171005130083662
217,0.14623049952170802
218,0.1516331607005332
219,0.11008470115038065
220,0.061431059620998416
221,0.15587461724156648
222,0.09619912688948895
223,0.07531663388189014
224,0.0920659335809782
225,0.11008470115038066
226,0.09609086365696644
227,0.04754548536010667
228,0.09757685799232588
229,0.09482139578665202
230,0.10732923894470682
231,0.06705024726486862
232,0.13510038746649014
233,0.08231355262859726
234,0.1073292389447068
235,0.09609086365696642
236,0.07531663388189012
237,0.19339814671573086
238,0.1586300794472403
239,0.11146243225321757
240,0.09333540145129259
241,0.1989090711270785
242,0.04341229205159592
243,0.060053328518161475
244,0.08231355262859721
245,0.0739389027790532
246,0.042034560948759035
247,0.06980570947054246
248,0.09344366468381511
249,0.1017100513008366
250,0.06005332851816149
251,0.06418652182667224
252,0.10044058343052223
253,0.10033232019799972
254,0.10584324460934737
255,0.10881523328006626
256,0.08782447703994492
257,0.15174142393305567
258,0.07669436498472704
259,0.14198904298067475
260,0.06705024726486859
261,0.08920220814278183
262,0.06705024726486859
263,0.15036369283021878
264,0.21841383303184045
265,0.16562699819394744
266,0.04203456094875901
267,0.03365991109921498
268,0.12397027541127235
269,0.06567251616203167
270,0.18650949120154628
271,0.10584324460934737
272,0.07393890277905321
273,0.0725611716762163
274,0.06291705395635783
275,0.147608230624545
276,0.12397027541127235
277,0.11697335666456525
278,0.14485276841887113
279,0.09609086365696642
280,0.09195767034845567
281,0.10446551350651047
282,0.07118344057337937
283,0.07955809042292342
284,0.14050304864531535
285,0.1073292389447068
286,0.05729786631248764
287,0.11708161989708776
288,0.1433667740835117
289,0.10181831453335913
290,0.10859870681502122
291,0.09619912688948895
292,0.08369128373143415
293,0.06291705395635784
294,0.0489232164629436
295,0.09471313255412953
296,0.1558746172415665
297,0.13923358077500095
298,0.1796208356873616
299,0.06842797836770552
300,0.13499212423396761
301,0.08909394491025932
302,0.07807209608756398
303,0.07266943490873881
304,0.06980570947054246
305,0.11697335666456524
306,0.10033232019799969
307,0.15587461724156648
308,0.15449688613872958
309,0.1419890429806748
310,0.11559562556172835
311,0.20028680222991543
312,0.16011607378259976
313,0.13923358077500098
314,0.1392335807750009
315,0.12386201217874983
316,0.20166453333275236
317,0.10033232019799969
318,0.16986845473498072
319,0.04892321646294359
320,0.1085987068150212
321,0.09895458909516279
322,0.11135416902069505
323,0.16138554165291413
324,0.14474450518634863
325,0.06418652182667225
326,0.17113792260529512
327,0.09746859475980334
328,0.08782447703994492
329,0.11835108776740218
330,0.1197288188702391
331,0.13085893092545692
332,0.14347503731603414
333,0.1017100513008366
334,0.16414100385858796
335,0.11284016335605448
336,0.1364781185693271
337,0.1558746172415665
338,0.11972881887023909
339,0.10732923894470682
340,0.06705024726486862
341,0.07531663388189014
342,0.05443414087429127
343,0.09057993924561876
344,0.12397027541127235
345,0.12948119982262
346,0.16838246039962126
347,0.11432615769141392
348,0.07118344057337939
349,0.05178694190113997
350,0.14188077974815225
351,0.0642947850591948
352,0.08644674593710801
353,0.1154873623292058
354,0.1059515078418699
355,0.12259254430843544
356,0.08231355262859723
357,0.182268034660513
358,0.18226803466051297
359,0.1059515078418699
360,0.21417237649080714
361,0.09206593358097818
362,0.09895458909516278
363,0.16414100385858804
364,0.06980570947054246
365,0.17951257245483912
366,0.12386201217874981
367,0.15736061157692588
368,0.16986845473498072
369,0.0545424041068138
370,0.11559562556172834
371,0.07531663388189014
372,0.09757685799232588
373,0.18364576576334993
374,0.1781348413520022
375,0.10181831453335914
376,0.10181831453335914
377,0.1336143931311308
378,0.14071957511036035
379,0.044790023154432854
380,0.1531191550358926
381,0.06694198403234611
382,0.11835108776740216
383,0.08782447703994492
384,0.06831971513518302
385,0.0781803593200865
386,0.058675597415324555
387,0.06705024726486862
388,0.06429478505919475
389,0.06980570947054243
390,0.10171005130083663
391,0.14760823062454495
392,0.13096719415797942
393,0.0725611716762163
394,0.16138554165291413
395,0.18640122796902375
396,0.12958946305514255
397,0.07531663388189012
398,0.08782447703994493
399,0.06005332851816146
400,0.1323449252608164
401,0.13361439313113074
402,0.16562699819394738
403,0.15725234834440338
404,0.121106549973076
405,0.11008470115038066
406,0.09471313255412953
407,0.10870697004754373
408,0.1600078105500772
409,0.1683824603996213
410,0.060053328518161475
411,0.06705024726486862
412,0.30172727859719056
413,0.16700472929678437
414,0.0933354014512926
415,0.02126033117368274
416,0.0851772780667936
417,0.19477587781856776
418,0.0920659335809782
419,0.13923358077500098
420,0.0725611716762163
421,0.05867559741532456
422,0.2072837209766225
423,0.10870697004754373
424,0.09344366468381511
425,0.12259254430843543
426,0.06705024726486862
427,0.08506901483427108
428,0.050409210798303045
429,0.20579772664126306
430,0.06842797836770555
431,0.09344366468381511
432,0.14061131187783785
433,0.0628087907238353
434,0.1197288188702391
435,0.0808275582932378
436,0.1391253175424784
437,0.17675711024916527
438,0.08782447703994492
439,0.09757685799232588
440,0.06980570947054246
441,0.06291705395635784
442,0.09195767034845567
443,0.0725611716762163
444,0.13510038746649014
445,0.09344366468381513
446,0.06980570947054246
447,0.14474450518634863
448,0.08920220814278179
449,0.061431059620998395
450,0.15025542959769625
451,0.08920220814278183
452,0.06980570947054246
453,0.2183055697993179
454,0.07669436498472701
455,0.11008470115038066
456,0.07669436498472702
457,0.04065682984592209
458,0.1003323201979997
459,0.039279098743085175
460,0.055920135209650716
461,0.11972881887023908
462,0.03652363653741134
463,0.09344366468381513
464,0.14347503731603414
465,0.12661747438442367
466,0.060053328518161496
467,0.13085893092545692
468,0.07944982719040088
469,0.12810346871978304
470,0.08093582152576034
471,0.09344366468381511
472,0.1670047292967843
473,0.04616775425726978
474,0.06005332851816149
475,0.1212148132055985
476,0.11686509343204271
477,0.1572523483444034
478,0.0545424041068138
479,0.13499212423396767
480,0.1989090711270785
481,0.09355192791633762
482,0.13636985533680457
483,0.11845935099992468
484,0.050300947565780525
485,0.08358302049891164
486,0.04203456094875901
487,0.09757685799232586
488,0.08771621380742241
489,0.06418652182667227
490,0.09906285232768532
491,0.06291705395635784
492,0.12534800651410927
493,0.1337226563636533
494,0.10033232019799967
495,0.10870697004754372
496,0.0739389027790532
497,0.07944982719040088
498,0.1155956255617283
499,0.19753134002424155
500,0.15036369283021875
501,0.12810346871978306
502,0.07393890277905323
503,0.12121481320559852
504,0.14336677408351173
505,0.13785584967216402
506,0.11559562556172835
507,0.16838246039962126
508,0.10171005130083662
509,0.1268340008494687
510,0.09619912688948895
511,0.17951257245483918
512,0.11559562556172831
513,0.046167754257269766
514,0.06694198403234608
515,0.19753134002424158
516,0.15311915503589263
517,0.06280879072383531
518,0.08644674593710801
519,0.0850690148342711
520,0.14760823062454495
521,0.13085893092545695
522,0.06280879072383531
523,0.13774758643964147
524,0.08506901483427107
525,0.06567251616203171
526,0.04754548536010668
527,0.10308778240367356
528,0.17664884701664277
529,0.10033232019799969
530,0.06980570947054243
531,0.12259254430843546
532,0.03365991109921498
533,0.11294842658857701
534,0.11421789445889143
535,0.1406113118778378
536,0.11559562556172832
537,0.1267257376169462
538,0.12259254430843541
539,0.09057993924561876
540,0.0725611716762163
541,0.17113792260529512
542,0.1503636928302188
543,0.06418652182667223
544,0.0822052893960747
545,0.16287153598827359
546,0.10446551350651044
547,0.08369128373143417
548,0.061431059620998395
549,0.11008470115038066
550,0.20728372097662257
551,0.0559201352096507
552,0.14198904298067475
553,0.10308778240367354
554,0.14898596172738188
555,0.12810346871978304
556,0.06705024726486862
557,0.16424926709111048
558,0.19626187215392718
559,0.13499212423396767
560,0.08093582152576034
561,0.14336677408351173
562,0.17675711024916527
563,0.06980570947054246
564,0.1267257376169462
565,0.04479002315443284
566,0.1085987068150212
567,0.08920220814278183
568,0.06280879072383533
569,0.08231355262859726
570,0.040656829845922095
571,0.06694198403234611
572,0.17951257245483918
573,0.10171005130083663
574,0.09195767034845569
575,0.13510038746649014
576,0.05867559741532456
577,0.1558746172415665
578,0.057297866312487636
579,0.10595150784186991
580,0.1363698553368046
581,0.17113792260529515
582,0.14336677408351173
583,0.10859870681502122
584,0.16414100385858796
585,0.10870697004754373
586,0.1184593509999247
587,0.11559562556172834
588,0.05592013520965071
589,0.19202041561289393
590,0.1683824603996213
591,0.11146243225321759
592,0.2558290992734823
593,0.09057993924561876
594,0.10595150784186987
595,0.07818035932008649
596,0.14198904298067483
597,0.17664884701664277
598,0.13372265636365324
599,0.07256117167621631
600,0.1433667740835117
601,0.1572523483444034
602,0.07107517734085686
603,0.0545424041068138
604,0.17400164804349144
605,0.16011607378259976
606,0.11559562556172832
607,0.11146243225321757
608,0.12948119982262
609,0.06705024726486862
610,0.15873834267976278
611,0.14336677408351173
612,0.04203456094875902
613,0.09344366468381511
614,0.17951257245483918
615,0.1072209757121843
616,0.14898596172738188
617,0.1085987068150212
618,0.06291705395635783
619,0.10722097571218431
620,0.15863007944724025
621,0.10584324460934735
622,0.13785584967216397
623,0.1323449252608164
624,0.1267257376169462
625,0.11146243225321757
626,0.07404716601157574
627,0.04765374859262923
628,0.09195767034845567
629,0.06280879072383531
630,0.09471313255412951
631,0.1267257376169462
632,0.1267257376169462
633,0.10171005130083663
634,0.12248428107591293
635,0.05030094756578054
636,0.11284016335605448
637,0.07118344057337937
638,0.14760823062454495
639,0.11559562556172832
640,0.06291705395635783
641,0.0725611716762163
642,0.1142178944588914
643,0.12397027541127234
644,0.07393890277905323
645,0.12397027541127237
646,0.11284016335605448
647,0.061431059620998416
648,0.07542489711441262
649,0.11008470115038065
650,0.04341229205159591
651,0.11284016335605447
652,0.17802657811947972
653,0.2266802196488619
654,0.05040921079830305
655,0.05740612954501017
656,0.17113792260529512
657,0.1099764379178581
658,0.07955809042292337
659,0.11008470115038065
660,0.08220528939607472
661,0.08644674593710802
662,0.09057993924561876
663,0.032390443228900584
664,0.15036369283021875
665,0.10171005130083662
666,0.0739389027790532
667,0.10870697004754375
668,0.07531663388189012
669,0.12948119982261994
670,0.11284016335605448
671,0.06705024726486862
672,0.06980570947054245
673,0.11845935099992469
674,0.14474450518634857
675,0.04203456094875902
676,0.11008470115038067
677,0.14050304864531535
678,0.0850690148342711
679,0.13361439313113072
680,0.10859870681502122
681,0.18089030355767605
682,0.07531663388189014
683,0.068319715135183
684,0.15449688613872956
685,0.10870697004754375
686,0.10997643791785812
687,0.09884632586264025
688,0.11421789445889143
689,0.09757685799232586
690,0.07818035932008649
691,0.14061131187783787
692,0.20304226443558923
693,0.07669436498472705
694,0.09333540145129259
695,0.086446745937108
696,0.0684279783677055
697,0.14061131187783785
698,0.164141003858588
699,0.086446745937108
700,0.1989090711270785
701,0.1572523483444034
702,0.06418652182667223
703,0.14198904298067477
704,0.06705024726486858
705,0.0656725161620317
706,0.04754548536010669
707,0.10870697004754373
708,0.2989718163915168
709,0.11559562556172832
710,0.16138554165291413
711,0.1267257376169462
712,0.2266802196488619
713,0.14612223628918555
714,0.07807209608756398
715,0.10595150784186991
716,0.06705024726486862
717,0.1656269981939474
718,0.1295894630551425
719,0.08782447703994493
720,0.08644674593710801
721,0.1419890429806748
722,0.15863007944724028
723,0.12661747438442367
724,0.11708161989708776
725,0.09344366468381511
726,0.16838246039962124
727,0.04892321646294361
728,0.08782447703994493
729,0.09895458909516279
730,0.22816621398422138
731,0.09057993924561875
732,0.09482139578665202
733,0.05030094756578053
734,0.08358302049891166
735,0.04892321646294361
736,0.13647811856932715
737,0.19477587781856776
738,0.09757685799232589
739,0.14061131187783782
740,0.06842797836770556
741,0.15863007944724034
742,0.06556425292950914
743,0.13912531754247837
744,0.057297866312487636
745,0.043412292051595934
746,0.04214282418128153
747,0.121106549973076
748,0.1267257376169462
749,0.17951257245483915
750,0.17400164804349144
751,0.11559562556172832
752,0.22678848288138442
753,0.09482139578665202
754,0.20728372097662254
755,0.0558118719771282
756,0.05867559741532456
757,0.08644674593710801
758,0.21841383303184042
759,0.07118344057337939
760,0.1572523483444034
761,0.12672573761694617
762,0.10446551350651048
763,0.1740016480434915
764,0.08369128373143417
765,0.07542489711441262
766,0.09619912688948895
767,0.12672573761694617
768,0.1865094912015462
769,0.07118344057337937
770,0.1073292389447068
771,0.09619912688948896
772,0.06567251616203168
773,0.12672573761694617
774,0.11135416902069503
775,0.1017100513008366
776,0.11410963122636889
777,0.15174142393305567
778,0.11548736232920581
779,0.14760823062454498
780,0.06280879072383531
781,0.1281034687197831
782,0.1752711159138058
783,0.14209730621319724
784,0.15587461724156643
785,0.07955809042292336
786,0.11146243225321756
787,0.06280879072383531
788,0.1017100513008366
789,0.10722097571218428
790,0.23494660626588343
791,0.13223666202829382
792,0.09609086365696642
793,0.1364781185693271
794,0.11284016335605448
795,0.09344366468381513
796,0.08644674593710801
797,0.061431059620998416
798,0.06143105962099839
799,0.13361439313113077
800,0.09746859475980334
801,0.20717545774410004
802,0.11284016335605447
803,0.11559562556172834
804,0.1142178944588914
805,0.1614938048854367
806,0.10446551350651047
807,0.08231355262859724
808,0.12534800651410927
809,0.1531191550358926
810,0.08782447703994492
811,0.07807209608756398
812,0.13785584967216405
813,0.18926495340722005
814,0.13234492526081634
815,0.07266943490873883
816,0.09057993924561876
817,0.104573776739033
818,0.14485276841887115
819,0.09333540145129257
820,0.07807209608756398
821,0.16562699819394744
822,0.11559562556172832
823,0.13085893092545692
824,0.23229940729273213
825,0.09482139578665204
826,0.0725611716762163
827,0.09344366468381514
828,0.1572523483444034
829,0.06980570947054247
830,0.07944982719040088
831,0.2113086510526108
832,0.0725611716762163
833,0.09757685799232586
834,0.07669436498472704
835,0.21703610192900344
836,0.1198370821027616
837,0.03641537330488883
838,0.1614938048854367
839,0.047545485360106686
840,0.09757685799232588
841,0.03917083551056267
842,0.10859870681502122
843,0.20728372097662254
844,0.07542489711441268
845,0.0808275582932378
846,0.05305640977145439
847,0.1308589309254569
848,0.09757685799232588
849,0.07669436498472705
850,0.1656269981939474
851,0.225302488546025
852,0.0920659335809782
853,0.08920220814278182
854,0.1154873623292058
855,0.09482139578665201
856,0.07256117167621629
857,0.10171005130083663
858,0.14749996739202242
859,0.1419890429806748
860,0.11284016335605448
861,0.1351003874664902
862,0.18364576576334987
863,0.10033232019799969
864,0.2321911440602096
865,0.0545424041068138
866,0.19477587781856773
867,0.06980570947054247
868,0.09206593358097821
869,0.06280879072383531
870,0.17251565370813196
871,0.10446551350651045
872,0.09757685799232588
873,0.05729786631248765
874,0.17951257245483915
875,0.06980570947054246
876,0.1072209757121843
877,0.11972881887023908
878,0.0725611716762163
879,0.10033232019799969
880,0.1573606115769259
881,0.10584324460934737
882,0.18364576576334987
883,0.09619912688948894
884,0.06842797836770555
885,0.13085893092545692
886,0.07393890277905323
887,0.10435725027398791
888,0.09619912688948895
889,0.08369128373143415
890,0.1072209757121843
891,0.09068820247814127
892,0.04341229205159593
893,0.17262391694065451
894,0.11559562556172831
895,0.08644674593710801
896,0.08231355262859726
897,0.09619912688948895
898,0.07680262821724958
899,0.13361439313113077
900,0.048923216462943606
901,0.055920135209650716
902,0.20315052766811176
903,0.13234492526081634
904,0.086446745937108
905,0.0739389027790532
906,0.1670047292967843
907,0.16287153598827359
908,0.09906285232768533
909,0.15449688613872953
910,0.09757685799232586
911,0.12948119982262002
912,0.09057993924561876
913,0.08093582152576034
914,0.11008470115038067
915,0.09344366468381511
916,0.1085987068150212
917,0.10033232019799967
918,0.09344366468381513
919,0.1656269981939474
920,0.08231355262859726
921,0.09057993924561876
922,0.054434140874291284
923,0.11835108776740216
924,0.10160178806831409
925,0.21428063972332964
926,0.15036369283021878
927,0.07818035932008649
928,0.12810346871978304
929,0.13510038746649017
930,0.1085987068150212
931,0.19202041561289393
932,0.14061131187783785
933,0.15587461724156643
934,0.15725234834440335
935,0.047545485360106686
936,0.09609086365696642
937,0.09471313255412953
938,0.06291705395635784
939,0.09057993924561877
940,0.08633848270458547
941,0.09344366468381511
942,0.06005332851816147
943,0.03228217999637807
944,0.2600705558145156
945,0.12523974328158674
946,0.15025542959769625
947,0.10319604563619605
948,0.0725611716762163
949,0.10446551350651045
950,0.0808275582932378
951,0.15449688613872958
952,0.08793274027246745
953,0.086446745937108
954,0.11559562556172834
955,0.09609086365696644
956,0.07383063954653069
957,0.0878244770399449
958,0.14336677408351167
959,0.08231355262859723
960,0.21830556979931787
961,0.16700472929678437
962,0.13763932320711902
963,0.10308778240367356
964,0.12259254430843546
965,0.06556425292950917
966,0.0725611716762163
967,0.15311915503589263
968,0.08093582152576034
969,0.05867559741532455
970,0.03514590543457442
971,0.04341229205159592
972,0.03228217999637808
973,0.20866145207945944
974,0.09057993924561875
975,0.12661747438442367
976,0.17675711024916527
977,0.06280879072383531
978,0.1920204156128939
979,0.06842797836770553
980,0.0628087907238353
981,0.0725611716762163
982,0.07807209608756395
983,0.10584324460934737
984,0.18089030355767605
985,0.033768174331737524
986,0.07944982719040088
987,0.08231355262859723
988,0.06280879072383531
989,0.06280879072383531
990,0.0614310596209984
991,0.11284016335605451
992,0.16838246039962124
993,0.13923358077500095
994,0.13234492526081634
995,0.13785584967216405
996,0.08358302049891166
997,0.086446745937108
998,0.15863007944724028
999,0.10997643791785813
1000,0.13223666202829387
1001,0.15163316070053318
1002,0.10997643791785813
1003,0.17251565370813202
1004,0.1267257376169462
1005,0.05729786631248764
1006,0.09619912688948895
1007,0.1642492670911105
1008,0.0808275582932378
1009,0.19488414105109028
1010,0.1267257376169462
1011,0.09195767034845567
1012,0.07531663388189014
1013,0.05305640977145438
1014,0.17251565370813204
1015,0.07944982719040086
1016,0.09057993924561877
1017,0.16138554165291416
1018,0.09884632586264026
1019,0.0725611716762163
1020,0.08920220814278182
1021,0.11421789445889138
1022,0.09344366468381511
1023,0.09344366468381513
1024,0.1267257376169462
1025,0.17527111591380587
1026,0.1864012279690237
1027,0.10033232019799969
1028,0.08920220814278183
1029,0.11008470115038066
1030,0.06005332851816147
1031,0.15587461724156648
1032,0.042034560948759035
1033,0.09757685799232588
1034,0.10171005130083662
1035,0.12121481320559852
1036,0.11570388879425084
1037,0.15449688613872958
1038,0.1670047292967844
1039,0.04754548536010667
1040,0.10319604563619604
1041,0.10584324460934735
1042,0.07944982719040088
1043,0.055920135209650716
1044,0.14612223628918553
1045,0.0642947850591948
1046,0.12948119982262
1047,0.12948119982262005
1048,0.11559562556172834
1049,0.11835108776740214
1050,0.13647811856932707
1051,0.04203456094875902
1052,0.0878244770399449
1053,0.08369128373143417
1054,0.15863007944724028
1055,0.11146243225321756
1056,0.1447445051863486
1057,0.051678678668617466
1058,0.0669419840323461
1059,0.1267257376169462
1060,0.12397027541127233
1061,0.07118344057337939
1062,0.09195767034845567
1063,0.06980570947054246
1064,0.14198904298067477
1065,0.1670047292967843
1066,0.11146243225321757
1067,0.05454240410681379
1068,0.15311915503589263
1069,0.09895458909516278
1070,0.137855849672164
1071,0.11559562556172832
1072,0.1807820403251535
1073,0.16276327275575106
1074,0.13510038746649014
1075,0.10595150784186992
1076,0.20728372097662254
1077,0.24618498155362384
1078,0.03503764220205189
1079,0.09333540145129259
1080,0.10595150784186991
1081,0.11983708210276159
1082,0.10997643791785812
1083,0.08793274027246745
1084,0.04203456094875903
1085,0.190642684510057
1086,0.23643260060124285
1087,0.1614938048854367
1088,0.11697335666456525
1089,0.07955809042292343
1090,0.11835108776740218
1091,0.08231355262859724
1092,0.07796383285504144
1093,0.09195767034845567
1094,0.16011607378259976
1095,0.05718960307996513
1096,0.1600078105500772
1097,0.10859870681502123
1098,0.06005332851816148
1099,0.11559562556172831
1100,0.18237629789303553
1101,0.07669436498472704
1102,0.042034560948759014
1103,0.09333540145129259
1104,0.047545485360106686
1105,0.04765374859262921
1106,0.16424926709111048
1107,0.10997643791785813
1108,0.10308778240367354
1109,0.09482139578665201
1110,0.12110654997307599
1111,0.07944982719040089
1112,0.0725611716762163
1113,0.09482139578665202
1114,0.10732923894470683
1115,0.08506901483427105
1116,0.18089030355767602
1117,0.10044058343052223
1118,0.21279464538797024
1119,0.13372265636365324
1120,0.15449688613872958
1121,0.08496075160174855
1122,0.10446551350651045
1123,0.07542489711441262
1124,0.12948119982262002
1125,0.04616775425726979
1126,0.12948119982262
1127,0.07531663388189014
1128,0.11559562556172831
1129,0.21703610192900344
1130,0.02401579337935657
1131,0.08231355262859726
1132,0.08093582152576032
1133,0.12259254430843546
1134,0.05867559741532455
1135,0.12259254430843544
1136,0.05592013520965071
1137,0.10308778240367356
1138,0.16700472929678434
1139,0.1544968861387296
1140,0.12259254430843543
1141,0.09057993924561876
1142,0.04479002315443285
1143,0.24894044375929766
1144,0.10859870681502122
1145,0.17400164804349147
1146,0.20304226443558931
1147,0.14347503731603417
1148,0.10171005130083662
1149,0.07955809042292342
1150,0.11146243225321757
1151,0.11284016335605446
1152,0.09609086365696644
1153,0.0920659335809782
1154,0.09895458909516279
1155,0.09895458909516278
1156,0.1085987068150212
1157,0.17951257245483912
1158,0.08644674593710801
1159,0.08231355262859724
1160,0.11983708210276157
1161,0.06280879072383531
1162,0.1364781185693271
1163,0.06980570947054246
1164,0.03917083551056265
1165,0.06005332851816146
1166,0.07944982719040086
1167,0.046167754257269766
1168,0.24894044375929764
1169,0.11708161989708776
1170,0.14887769849485938
1171,0.09195767034845566
1172,0.24894044375929764
1173,0.23505486949840593
1174,0.16700472929678437
1175,0.07531663388189014
1176,0.182268034660513
1177,0.06980570947054246
1178,0.11983708210276163
1179,0.1516331607005332
1180,0.07393890277905321
1181,0.06980570947054245
1182,0.12397027541127237
1183,0.10870697004754375
1184,0.09895458909516276
1185,0.12948119982262002
1186,0.13774758643964147
1187,0.15036369283021883
1188,0.07118344057337937
1189,0.14347503731603417
1190,0.15449688613872958
1191,0.11284016335605451
1192,0.1267257376169462
1193,0.18364576576334987
1194,0.09344366468381511
1195,0.06705024726486862
1196,0.19339814671573083
1197,0.08782447703994492
1198,0.09344366468381511
1199,0.14760823062454492
1200,0.08920220814278183
1201,0.17113792260529512
1202,0.21692783869648097
1203,0.1448527684188711
1204,0.09195767034845566
1205,0.11835108776740215
1206,0.0850690148342711
1207,0.1836457657633499
1208,0.10457377673903301
1209,0.09895458909516279
1210,0.1391253175424783
1211,0.04065682984592209
1212,0.0877162138074224
1213,0.11410963122636889
1214,0.07944982719040088
1215,0.12259254430843546
1216,0.061322796388475875
1217,0.08506901483427108
1218,0.0850690148342711
1219,0.08093582152576032
1220,0.15714408511188085
1221,0.06980570947054247
1222,0.0808275582932378
1223,0.10308778240367356
1224,0.09057993924561876
1225,0.09619912688948892
1226,0.07669436498472702
1227,0.12948119982262002
1228,0.15438862290620706
1229,0.13510038746649014
1230,0.16838246039962126
1231,0.06280879072383531
1232,0.07658610175220452
1233,0.1336143931311307
1234,0.225302488546025
1235,0.17951257245483915
1236,0.10033232019799969
1237,0.1364781185693271
1238,0.1003323201979997
1239,0.17537937914632837
1240,0.11570388879425085
1241,0.08644674593710801
1242,0.15174142393305567
1243,0.09619912688948895
1244,0.14209730621319727
1245,0.1503636928302188
1246,0.10722097571218431
1247,0.11421789445889138
1248,0.07669436498472704
1249,0.08793274027246743
